"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Float","unknown","finance","72.510000000000005",72.51,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/65L2-RGTV, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Public Investment Corporation","South Africa","state","16.12",16.12,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/65L2-RGTV, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Allan Gray Investments","South Africa","finance","5.99",5.99,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/65L2-RGTV, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","BlackRock","USA","finance","5.38",5.38,NA,"NA",1,"New York Stock Exchange","1999","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/65L2-RGTV, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Float","unknown","corporation","45.89",45.89,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/PAT8-9PH6","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Africap LLC","USA","finance","27.91",27.91,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/PAT8-9PH6","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Botswana Insurance holdings Limited","Botswana","finance","25.1",25.1,NA,"NA",1,"Botswana Stock Exchange","1991","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/PAT8-9PH6","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","NICO Employees Trust","Malawi","corporation","1.1000000000000001",1.1,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/PAT8-9PH6","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Press Trust","Malawi","state","47.58",47.58,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/TA2R-9NHS","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Float","unknown","corporation","36.130000000000003",36.13,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/TA2R-9NHS","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Old Mutual Life Assurance of Malawi","Malawi","finance","16.29",16.29,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/TA2R-9NHS","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Government of Malawi","Malawi","state","20",20,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Float","unknown","finance","71.17",71.17,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/64JD-4WRZ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Public Investment Corporation","South Africa","state","18.78",18.78,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/64JD-4WRZ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Allan Gray Investments","South Africa","finance","10.050000000000001",10.05,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/64JD-4WRZ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Float","unknown","corporation","45.89",45.89,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/3NZQ-6WTE","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Africap LLC","USA","finance","27.91",27.91,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/3NZQ-6WTE","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Botswana Insurance holdings Limited","Botswana","finance","25.1",25.1,NA,"NA",1,"Botswana Stock Exchange","1991","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/3NZQ-6WTE","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","NICO Employees Trust","Malawi","corporation","1.1000000000000001",1.1,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/TA2R-9NHS, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/3NZQ-6WTE","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998,","0","Press Trust","Malawi","state","46.65",46.65,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/SYN2-HKHT","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998,","0","Float","unknown","corporation","37.06",37.06,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/SYN2-HKHT","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998,","0","Old Mutual Life Assurance of Malawi","Malawi","finance","16.29",16.29,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/SYN2-HKHT","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Government of Malawi","Malawi","state","20",20,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Float","unknown","finance","72.52",72.52,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/T59Z-8MQJ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Public Investment Corporation","South Africa","state","15.43",15.43,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/T59Z-8MQJ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Old Mutual Ltd","South Africa","NA","16.100000000000001",16.1,"NA","NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","Allan Gray Investments","South Africa","finance","12.05",12.05,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/T59Z-8MQJ, Old Mutual_2023_Eikon","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Float","unknown","corporation","45.89",45.89,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/4PTG-NQKQ","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Africap LLC","USA","finance","27.91",27.91,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/4PTG-NQKQ","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","Botswana Insurance holdings Limited","Botswana","finance","25.1",25.1,NA,"NA",1,"Botswana Stock Exchange","1991","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/4PTG-NQKQ","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","NICO Holdings","Malawi","NA","9",9,"NA","NA",1,"Malawi Stock Exchange","1996","0","NICO Employees Trust","Malawi","corporation","1.1000000000000001",1.1,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/SYN2-HKHT, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/4PTG-NQKQ","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"08.09.2023","Ying",2022,"Malawi","MAW","MAW3","Telekom Networks Malawi (TNM)","TNM","ORG-TNML1-AFRINIC","36913|37294",1995,1995,1,"Malawi Stock Exchange","2008","0","Press Corporation","Malawi","NA","43.72",43.72,"NA","NA",1,"Malawi Stock Exchange","1998","0","Press Trust","Malawi","state","47.58",47.58,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/DC7B-3PXT, perma.cc/E4R8-2XBH, Malawi_TNM_2023_Orbis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"08.09.2023","Ying",2022,"Malawi","MAW","MAW3","Telekom Networks Malawi (TNM)","TNM","ORG-TNML1-AFRINIC","36913|37294",1995,1995,1,"Malawi Stock Exchange","2008","0","Press Corporation","Malawi","NA","43.72",43.72,"NA","NA",1,"Malawi Stock Exchange","1998","0","Float","unknown","corporation","36.130000000000003",36.13,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/DC7B-3PXT, perma.cc/E4R8-2XBH, Malawi_TNM_2023_Orbis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"08.09.2023","Ying",2022,"Malawi","MAW","MAW3","Telekom Networks Malawi (TNM)","TNM","ORG-TNML1-AFRINIC","36913|37294",1995,1995,1,"Malawi Stock Exchange","2008","0","Press Corporation","Malawi","NA","43.72",43.72,"NA","NA",1,"Malawi Stock Exchange","1998","0","Old Mutual Life Assurance of Malawi","Malawi","finance","16.29",16.29,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/DC7B-3PXT, Malawi_TNM_2023_Orbis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"08.09.2023","Ying",2022,"Malawi","MAW","MAW3","Telekom Networks Malawi (TNM)","TNM","ORG-TNML1-AFRINIC","36913|37294",1995,1995,1,"Malawi Stock Exchange","2008","0","Float","unknown","corporation","27",27,"NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/DC7B-3PXT, Malawi_TNM_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"08.09.2023","Ying",2022,"Malawi","MAW","MAW3","Telekom Networks Malawi (TNM)","TNM","ORG-TNML1-AFRINIC","36913|37294",1995,1995,1,"Malawi Stock Exchange","2008","0","Old Mutual Life Assurance Company","Malawi","NA","23.65",23.65,"NA","NA",0,"NA","NA","0","Old Mutual Ltd","South Africa","finance","72",72,NA,"NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/DC7B-3PXT, Malawi_TNM_2023_Orbis","perma.cc/65L2-RGTV","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
